Order Date,Region,Category,Sub-Category,Segment,Sales
2015-06-03,West,Furniture,Tables,Consumer,515.88
2015-06-04,East,Furniture,Bookcases,Consumer,353.568
2015-06-04,East,Furniture,Furnishings,Consumer,70.92
2015-06-04,East,Office Supplies,Appliances,Consumer,15.56
2015-06-04,East,Office Supplies,Paper,Home Office,16.224
2015-06-06,Central,Office Supplies,Binders,Consumer,24.588
2015-06-06,Central,Office Supplies,Envelopes,Consumer,13.984
2015-06-06,Central,Office Supplies,Labels,Home Office,100.24
2015-06-06,East,Furniture,Tables,Corporate,991.764
2015-06-06,East,Office Supplies,Art,Consumer,13.36
2015-06-06,East,Office Supplies,Binders,Corporate,149.544
2015-06-06,East,Office Supplies,Supplies,Corporate,17.14
2015-06-06,South,Office Supplies,Binders,Consumer,1.365
2015-06-06,South,Office Supplies,Paper,Consumer,62.016
2015-06-07,Central,Furniture,Tables,Consumer,268.935
2015-06-07,Central,Office Supplies,Binders,Corporate,12.462
2015-06-08,East,Office Supplies,Binders,Consumer,68.48
2015-06-08,East,Office Supplies,Storage,Consumer,1676.88
2015-06-08,South,Furniture,Chairs,Corporate,170.352
2015-06-08,West,Furniture,Chairs,Consumer,585.552
2015-06-09,Central,Office Supplies,Art,Home Office,70.368
2015-06-09,Central,Technology,Accessories,Home Office,63.984
2015-06-09,Central,Technology,Phones,Home Office,7.992
2015-06-09,South,Furniture,Tables,Consumer,1441.3
2015-06-09,West,Furniture,Furnishings,Consumer,48.86
2015-06-09,West,Furniture,Furnishings,Corporate,37.4
2015-06-09,West,Furniture,Tables,Consumer,1706.184
2015-06-09,West,Office Supplies,Appliances,Consumer,114.9
2015-06-09,West,Office Supplies,Art,Consumer,30.380000000000003
2015-06-09,West,Office Supplies,Art,Corporate,18.06
2015-06-09,West,Office Supplies,Binders,Consumer,18.504
2015-06-09,West,Office Supplies,Paper,Corporate,79.14
2015-06-09,West,Office Supplies,Supplies,Consumer,7.36
2015-06-09,West,Technology,Phones,Consumer,1818.576
2015-06-10,Central,Office Supplies,Labels,Corporate,491.55
2015-06-13,West,Office Supplies,Art,Corporate,14.52
2015-06-14,Central,Furniture,Bookcases,Home Office,212.94
2015-06-15,Central,Furniture,Chairs,Corporate,797.944
2015-06-15,Central,Furniture,Tables,Corporate,99.918
2015-06-15,Central,Office Supplies,Binders,Corporate,8.568
2015-06-15,Central,Office Supplies,Paper,Consumer,36.544
2015-06-16,Central,Furniture,Chairs,Consumer,647.84
2015-06-16,East,Office Supplies,Art,Consumer,35.0
2015-06-16,East,Office Supplies,Binders,Consumer,39.552
2015-06-16,East,Office Supplies,Envelopes,Consumer,41.4
2015-06-17,East,Technology,Machines,Consumer,65.97
2015-06-17,West,Furniture,Furnishings,Consumer,6.24
2015-06-17,West,Office Supplies,Binders,Consumer,3266.376
2015-06-17,West,Office Supplies,Fasteners,Consumer,17.9
2015-06-18,West,Technology,Phones,Consumer,139.8
2015-06-20,Central,Furniture,Bookcases,Consumer,193.0656
2015-06-20,Central,Office Supplies,Appliances,Consumer,471.9
2015-06-20,Central,Office Supplies,Art,Consumer,3.52
2015-06-20,Central,Office Supplies,Binders,Consumer,3.392
2015-06-20,Central,Office Supplies,Paper,Consumer,27.2
2015-06-20,Central,Office Supplies,Storage,Consumer,509.488
2015-06-20,Central,Technology,Machines,Consumer,418.8
2015-06-20,Central,Technology,Phones,Consumer,201.584
2015-06-21,East,Furniture,Furnishings,Consumer,3.984
2015-06-21,East,Office Supplies,Appliances,Consumer,104.116
2015-06-21,East,Office Supplies,Art,Consumer,25.159999999999997
2015-06-21,East,Office Supplies,Binders,Consumer,9.006
2015-06-21,East,Office Supplies,Envelopes,Consumer,24.896
2015-06-21,East,Office Supplies,Paper,Consumer,19.65
2015-06-21,East,Technology,Accessories,Consumer,95.968
2015-06-21,East,Technology,Machines,Consumer,206.991
2015-06-21,East,Technology,Phones,Consumer,3155.75
2015-06-21,South,Furniture,Furnishings,Consumer,104.01
2015-06-21,South,Office Supplies,Storage,Consumer,36.84
2015-06-21,South,Technology,Phones,Consumer,284.82
2015-06-21,West,Office Supplies,Binders,Consumer,36.252
2015-06-22,Central,Office Supplies,Storage,Consumer,663.75
2015-06-22,East,Furniture,Chairs,Consumer,1023.9879999999999
2015-06-22,East,Technology,Phones,Consumer,82.782
2015-06-22,West,Office Supplies,Binders,Consumer,8.226
2015-06-22,West,Technology,Accessories,Consumer,196.752
2015-06-23,East,Technology,Accessories,Consumer,86.376
2015-06-23,South,Office Supplies,Art,Consumer,20.016
2015-06-23,South,Office Supplies,Supplies,Consumer,3.104
2015-06-24,West,Furniture,Furnishings,Consumer,4.272
2015-06-25,West,Furniture,Tables,Corporate,447.84
2015-06-25,West,Office Supplies,Art,Corporate,80.96000000000001
2015-06-25,West,Technology,Phones,Corporate,263.96
2015-06-27,South,Furniture,Tables,Consumer,85.98
2015-06-27,South,Office Supplies,Storage,Consumer,306.2
2015-06-27,South,Technology,Accessories,Consumer,223.96
2015-06-28,Central,Office Supplies,Fasteners,Corporate,6.08
2015-06-28,East,Furniture,Chairs,Consumer,1228.465
2015-06-28,East,Office Supplies,Binders,Consumer,34.254
2015-06-28,East,Office Supplies,Paper,Consumer,376.99199999999996
2015-06-29,East,Office Supplies,Art,Consumer,32.76
2015-06-29,East,Office Supplies,Binders,Consumer,13.92
2015-06-30,Central,Office Supplies,Art,Consumer,5.248
2015-06-30,Central,Office Supplies,Fasteners,Corporate,21.312
2015-06-30,Central,Office Supplies,Paper,Corporate,25.92
2015-06-30,East,Office Supplies,Art,Consumer,6.6
2015-06-30,East,Office Supplies,Binders,Consumer,337.45599999999996
2015-06-30,South,Office Supplies,Paper,Consumer,310.688
2015-06-30,West,Office Supplies,Art,Corporate,32.4
2015-07-01,South,Office Supplies,Binders,Corporate,5.184
2015-07-01,South,Technology,Phones,Corporate,575.92
2015-07-01,West,Office Supplies,Binders,Corporate,19.92
2015-07-02,East,Office Supplies,Art,Consumer,5.58
2015-07-02,East,Technology,Phones,Consumer,73.98
2015-07-04,South,Office Supplies,Binders,Consumer,15.6
2015-07-04,South,Office Supplies,Paper,Consumer,21.84
2015-07-04,West,Office Supplies,Appliances,Corporate,32.432
2015-07-04,West,Office Supplies,Paper,Corporate,177.536
2015-07-05,Central,Office Supplies,Storage,Consumer,502.2
2015-07-05,South,Furniture,Furnishings,Corporate,232.73600000000002
2015-07-05,South,Office Supplies,Art,Corporate,4.368
2015-07-05,South,Office Supplies,Binders,Corporate,9.81
2015-07-05,South,Office Supplies,Labels,Consumer,14.62
2015-07-05,South,Office Supplies,Paper,Consumer,19.44
2015-07-05,South,Technology,Accessories,Consumer,479.97
2015-07-05,West,Office Supplies,Binders,Home Office,180.96
2015-07-06,East,Technology,Copiers,Consumer,559.992
2015-07-06,West,Furniture,Chairs,Home Office,478.48
2015-07-07,East,Furniture,Chairs,Consumer,172.186
2015-07-07,East,Furniture,Furnishings,Consumer,69.008
2015-07-08,East,Furniture,Chairs,Consumer,63.882
2015-07-08,West,Furniture,Tables,Corporate,502.488
2015-07-08,West,Office Supplies,Binders,Corporate,196.704
2015-07-09,Central,Office Supplies,Paper,Corporate,24.72
2015-07-09,West,Furniture,Bookcases,Home Office,119.833
2015-07-09,West,Office Supplies,Art,Home Office,5.56
2015-07-09,West,Office Supplies,Binders,Home Office,56.208000000000006
2015-07-09,West,Office Supplies,Labels,Home Office,2.88
2015-07-09,West,Office Supplies,Paper,Home Office,32.4
2015-07-09,West,Office Supplies,Storage,Home Office,23.92
2015-07-11,Central,Office Supplies,Paper,Consumer,10.368
2015-07-11,Central,Technology,Phones,Consumer,575.968
2015-07-11,East,Furniture,Chairs,Corporate,854.94
2015-07-11,East,Furniture,Furnishings,Corporate,124.11
2015-07-11,East,Office Supplies,Binders,Consumer,18.28
2015-07-11,East,Office Supplies,Labels,Corporate,14.4
2015-07-11,East,Office Supplies,Paper,Consumer,49.12
2015-07-11,East,Office Supplies,Paper,Corporate,177.2
2015-07-11,East,Technology,Phones,Corporate,197.97
2015-07-12,Central,Furniture,Chairs,Home Office,512.358
2015-07-12,Central,Office Supplies,Art,Home Office,22.288
2015-07-12,Central,Office Supplies,Fasteners,Home Office,3.488
2015-07-12,Central,Office Supplies,Paper,Consumer,35.856
2015-07-12,Central,Office Supplies,Paper,Home Office,16.032
2015-07-12,Central,Technology,Accessories,Consumer,23.84
2015-07-12,West,Furniture,Chairs,Consumer,123.136
2015-07-12,West,Furniture,Tables,Corporate,698.352
2015-07-12,West,Office Supplies,Binders,Consumer,11.264
2015-07-12,West,Office Supplies,Binders,Corporate,7.712
2015-07-12,West,Office Supplies,Storage,Home Office,249.75
2015-07-12,West,Technology,Phones,Home Office,255.936
2015-07-13,West,Furniture,Tables,Corporate,351.216
2015-07-14,Central,Office Supplies,Binders,Home Office,29.932
2015-07-14,Central,Technology,Phones,Home Office,38.272
2015-07-14,East,Furniture,Furnishings,Consumer,31.984
2015-07-14,East,Office Supplies,Appliances,Home Office,39.48
2015-07-14,East,Office Supplies,Art,Consumer,41.584
2015-07-14,East,Office Supplies,Art,Corporate,17.94
2015-07-14,East,Technology,Phones,Consumer,37.482
2015-07-14,West,Office Supplies,Storage,Consumer,55.92
2015-07-15,Central,Office Supplies,Fasteners,Corporate,6.54
2015-07-15,Central,Technology,Accessories,Corporate,2.97
2015-07-18,East,Office Supplies,Binders,Consumer,13.904
2015-07-18,West,Furniture,Chairs,Home Office,259.136
2015-07-19,East,Furniture,Tables,Corporate,70.56
2015-07-19,East,Office Supplies,Binders,Corporate,24.689999999999998
2015-07-19,East,Technology,Phones,Corporate,359.98
2015-07-19,West,Office Supplies,Binders,Home Office,6.096
2015-07-20,Central,Furniture,Chairs,Home Office,981.372
2015-07-20,Central,Furniture,Furnishings,Home Office,16.74
2015-07-20,Central,Office Supplies,Storage,Home Office,342.864
2015-07-20,East,Office Supplies,Binders,Consumer,27.36
2015-07-20,East,Office Supplies,Storage,Consumer,25.984
2015-07-20,West,Furniture,Furnishings,Consumer,43.02
2015-07-20,West,Office Supplies,Art,Corporate,13.12
2015-07-20,West,Office Supplies,Binders,Consumer,98.416
2015-07-20,West,Office Supplies,Paper,Consumer,147.6
2015-07-20,West,Office Supplies,Paper,Corporate,11.96
2015-07-20,West,Office Supplies,Storage,Corporate,535.41
2015-07-20,West,Technology,Accessories,Corporate,41.94
2015-07-21,Central,Furniture,Chairs,Corporate,657.93
2015-07-21,Central,Office Supplies,Appliances,Corporate,4.992
2015-07-21,Central,Office Supplies,Binders,Corporate,1.044
2015-07-21,Central,Office Supplies,Envelopes,Corporate,87.92
2015-07-21,Central,Technology,Phones,Consumer,35.98
2015-07-21,West,Furniture,Chairs,Corporate,801.568
2015-07-21,West,Furniture,Tables,Corporate,272.848
2015-07-21,West,Office Supplies,Art,Corporate,99.2
2015-07-22,Central,Office Supplies,Storage,Consumer,26.632
2015-07-22,East,Office Supplies,Art,Consumer,5.96
2015-07-22,East,Technology,Accessories,Consumer,159.98
2015-07-22,West,Furniture,Chairs,Consumer,717.72
2015-07-22,West,Furniture,Tables,Consumer,170.352
2015-07-22,West,Office Supplies,Art,Consumer,11.52
2015-07-22,West,Office Supplies,Art,Home Office,19.68
2015-07-22,West,Office Supplies,Storage,Consumer,236.5
2015-07-23,East,Technology,Accessories,Consumer,99.98
2015-07-23,West,Office Supplies,Art,Consumer,9.24
2015-07-23,West,Office Supplies,Binders,Consumer,8.16
2015-07-23,West,Office Supplies,Supplies,Corporate,40.7
2015-07-23,West,Technology,Accessories,Consumer,1502.976
2015-07-23,West,Technology,Accessories,Corporate,45.0
2015-07-23,West,Technology,Phones,Corporate,907.1279999999999
2015-07-25,West,Furniture,Furnishings,Consumer,77.92
2015-07-25,West,Office Supplies,Paper,Home Office,6.48
2015-07-25,West,Office Supplies,Storage,Consumer,53.72
2015-07-25,West,Office Supplies,Supplies,Consumer,8187.65
2015-07-25,West,Office Supplies,Supplies,Home Office,15.52
2015-07-26,Central,Furniture,Furnishings,Consumer,17.496
2015-07-26,Central,Office Supplies,Appliances,Consumer,4.836
2015-07-26,Central,Office Supplies,Binders,Consumer,2203.248
2015-07-26,Central,Office Supplies,Storage,Consumer,123.552
2015-07-26,Central,Technology,Accessories,Consumer,431.136
2015-07-26,South,Furniture,Chairs,Consumer,67.88
2015-07-26,South,Furniture,Furnishings,Consumer,25.71
2015-07-26,South,Office Supplies,Labels,Consumer,162.89
2015-07-26,West,Furniture,Chairs,Consumer,674.352
2015-07-26,West,Furniture,Furnishings,Consumer,134.01
2015-07-26,West,Technology,Accessories,Consumer,170.97
2015-07-26,West,Technology,Accessories,Corporate,111.93
2015-07-26,West,Technology,Phones,Consumer,911.984
2015-07-27,East,Office Supplies,Paper,Corporate,65.78
2015-07-27,West,Office Supplies,Storage,Corporate,276.28
2015-07-27,West,Technology,Accessories,Consumer,238.0
2015-07-28,South,Furniture,Furnishings,Consumer,129.888
2015-07-28,South,Office Supplies,Envelopes,Consumer,48.944
2015-07-28,South,Office Supplies,Fasteners,Consumer,14.32
2015-07-30,West,Furniture,Bookcases,Corporate,1367.84
2015-08-01,East,Office Supplies,Fasteners,Home Office,5.68
2015-08-01,South,Furniture,Furnishings,Corporate,44.128
2015-08-01,South,Office Supplies,Appliances,Corporate,62.92
2015-08-01,South,Office Supplies,Labels,Corporate,17.544
2015-08-01,South,Office Supplies,Paper,Corporate,78.304
2015-08-01,West,Office Supplies,Binders,Consumer,19.752
2015-08-02,Central,Office Supplies,Binders,Home Office,26.7
2015-08-02,Central,Office Supplies,Storage,Home Office,838.38
2015-08-02,Central,Technology,Accessories,Home Office,21.2
2015-08-03,East,Office Supplies,Paper,Consumer,39.96
2015-08-03,East,Office Supplies,Storage,Consumer,21.36
2015-08-03,East,Office Supplies,Supplies,Consumer,102.3
2015-08-03,West,Furniture,Tables,Consumer,218.75
2015-08-03,West,Office Supplies,Appliances,Consumer,2.6
2015-08-03,West,Office Supplies,Paper,Home Office,93.024
2015-08-04,East,Office Supplies,Appliances,Corporate,101.96
2015-08-04,East,Office Supplies,Paper,Corporate,259.74
2015-08-04,East,Technology,Accessories,Corporate,255.42
2015-08-04,West,Office Supplies,Appliances,Consumer,1089.75
2015-08-04,West,Office Supplies,Art,Consumer,16.4
2015-08-04,West,Office Supplies,Binders,Consumer,13.184
2015-08-04,West,Office Supplies,Paper,Consumer,447.84
2015-08-04,West,Office Supplies,Storage,Consumer,158.9
2015-08-04,West,Technology,Phones,Consumer,399.96
2015-08-05,Central,Furniture,Tables,Consumer,489.23
2015-08-05,East,Furniture,Chairs,Corporate,1133.35
2015-08-05,East,Office Supplies,Appliances,Corporate,79.47
2015-08-05,East,Office Supplies,Art,Corporate,20.52
2015-08-05,East,Technology,Phones,Corporate,135.99
2015-08-05,West,Furniture,Chairs,Consumer,340.144
2015-08-05,West,Office Supplies,Art,Consumer,45.98
2015-08-05,West,Office Supplies,Paper,Consumer,131.9
2015-08-05,West,Office Supplies,Storage,Consumer,15.78
2015-08-05,West,Technology,Accessories,Consumer,16.36
2015-08-06,East,Technology,Accessories,Consumer,199.98
2015-08-06,South,Technology,Accessories,Consumer,62.91
2015-08-08,Central,Furniture,Furnishings,Home Office,53.88
2015-08-08,Central,Office Supplies,Appliances,Home Office,167.535
2015-08-08,Central,Office Supplies,Envelopes,Home Office,38.34
2015-08-08,Central,Technology,Copiers,Home Office,549.99
2015-08-08,Central,Technology,Phones,Home Office,299.98
2015-08-08,South,Furniture,Bookcases,Consumer,155.456
2015-08-08,West,Furniture,Furnishings,Consumer,449.13599999999997
2015-08-08,West,Office Supplies,Appliances,Consumer,76.12
2015-08-08,West,Office Supplies,Storage,Consumer,423.28
2015-08-08,West,Technology,Accessories,Consumer,95.976
2015-08-08,West,Technology,Copiers,Consumer,1199.976
2015-08-08,West,Technology,Phones,Consumer,445.96
2015-08-09,South,Office Supplies,Paper,Corporate,15.552
2015-08-09,South,Technology,Phones,Corporate,178.384
2015-08-09,West,Office Supplies,Binders,Consumer,2070.089
2015-08-09,West,Office Supplies,Fasteners,Consumer,4.464
2015-08-09,West,Office Supplies,Labels,Home Office,20.88
2015-08-09,West,Office Supplies,Paper,Consumer,5.98
2015-08-09,West,Technology,Phones,Home Office,1310.3359999999998
2015-08-11,East,Office Supplies,Storage,Consumer,375.34
2015-08-11,West,Furniture,Furnishings,Consumer,12.35
2015-08-11,West,Office Supplies,Art,Consumer,40.97
2015-08-11,West,Office Supplies,Fasteners,Consumer,22.96
2015-08-12,East,Office Supplies,Binders,Corporate,196.21
2015-08-12,South,Office Supplies,Appliances,Home Office,211.248
2015-08-12,South,Office Supplies,Art,Home Office,47.96
2015-08-12,South,Office Supplies,Labels,Home Office,2.952
2015-08-12,South,Office Supplies,Paper,Home Office,31.104
2015-08-12,South,Office Supplies,Supplies,Home Office,5.552
2015-08-12,South,Technology,Accessories,Home Office,158.928
2015-08-12,West,Furniture,Furnishings,Consumer,85.44
2015-08-12,West,Technology,Phones,Consumer,806.336
2015-08-15,Central,Office Supplies,Binders,Consumer,30.96
2015-08-15,East,Office Supplies,Binders,Consumer,62.94
2015-08-15,South,Office Supplies,Appliances,Consumer,152.24
2015-08-15,South,Office Supplies,Paper,Consumer,91.36
2015-08-16,East,Furniture,Tables,Consumer,853.092
2015-08-17,Central,Office Supplies,Paper,Corporate,15.552
2015-08-17,South,Office Supplies,Binders,Corporate,17.96
2015-08-17,South,Office Supplies,Fasteners,Corporate,12.67
2015-08-17,South,Office Supplies,Paper,Corporate,114.2
2015-08-17,South,Technology,Accessories,Corporate,339.96
2015-08-19,East,Office Supplies,Art,Consumer,10.72
2015-08-19,East,Office Supplies,Binders,Consumer,76.776
2015-08-19,East,Office Supplies,Supplies,Consumer,9.184
2015-08-19,South,Furniture,Bookcases,Consumer,638.82
2015-08-19,South,Office Supplies,Storage,Corporate,344.91
2015-08-19,West,Furniture,Furnishings,Corporate,289.24
